,question_id,answer_id,a_score_rel_q_score,answer_score,reputation,reply_by_author,len_answer_text,is_accepted
423,22836,24090,-142,44,34792.0,False,126,False
424,22836,35829163,-186,0,215.0,False,89,False
425,22836,44172761,-185,1,935.0,False,239,False
426,22836,55786,-186,0,5274.0,False,314,False
427,22836,62500,-162,24,1182.0,False,23,False
428,22836,94557,-174,12,1065.0,False,364,False
429,22869,22966,4,6,17951.0,False,1580,True
430,67236189,67237187,0,0,2085.0,False,160,True
431,22879,29393654,-6,0,39.0,False,70,False
432,22879,20784334,-6,0,1.0,False,83,False
433,22879,22926,-6,0,5220.0,True,432,False
434,22879,677697,-5,1,43188.0,False,265,False
435,22879,22908,0,6,22680.0,False,258,True
436,22879,22900,-6,0,5723.0,False,361,False
437,22879,22897,-5,1,19807.0,False,130,False
438,22879,22891,-5,1,14861.0,False,14,False
439,22880,66576481,-129,0,415.0,False,558,False
440,22880,66145382,-129,0,29.0,False,886,False
441,22880,48724010,-127,2,80.0,False,1101,False
442,22880,19726572,-118,11,283.0,False,1385,False
443,22880,6566332,-108,21,219.0,False,1354,False
444,22880,22913,14,143,6644.0,False,911,True
445,22880,32047523,-125,4,548.0,False,1247,False
446,22880,21787975,-128,1,135.0,False,358,False
447,22880,20361967,-108,21,211.0,False,1492,False
448,22880,313873,-120,9,2043.0,False,643,False
449,22880,6532807,-144,-15,3.0,False,13,False
450,22880,24446,-125,4,62792.0,False,142,False
451,22880,24445,-87,42,,False,1438,False
452,22880,22887,-129,0,10746.0,False,255,False
453,22901,12964007,-8,0,2357.0,False,693,False
454,22901,42487,-8,0,6637.0,False,255,False
455,22901,24372,-8,0,11139.0,False,688,False
456,22901,23145,-5,3,8092.0,False,8,True
457,22903,23139,-3,3,11129.0,False,319,False
458,22903,315428,-4,2,620.0,False,375,False
459,22903,22911,-1,5,54980.0,False,730,True
460,22907,22975,-49,2,35779.0,False,341,False
461,22907,1063696,-51,0,2853.0,False,580,False
462,22907,2761125,-50,1,31.0,False,1156,False
463,22907,22970,47,98,17555.0,False,1047,True
464,22907,105557,-37,14,88556.0,False,1467,False
465,22907,29642,-47,4,2105.0,False,552,False
466,22907,29673,-51,0,5114.0,False,361,False
467,22907,29669,-51,0,23610.0,False,1245,False
468,22907,24185,-52,-1,1523.0,False,342,False
469,22907,24000,-22,29,56986.0,False,222,False
470,22907,23073,-49,2,32780.0,False,327,False
471,22907,23072,-50,1,2736.0,False,121,False
472,22907,23065,-51,0,32780.0,False,368,False
473,22907,23039,-48,3,1523.0,False,1046,False
474,22907,23008,-45,6,5723.0,False,1078,False
475,22907,22986,-38,13,35398.0,False,810,False
476,22907,22952,-50,1,4487.0,False,487,False
477,22907,22929,-50,1,124555.0,False,280,False
478,22907,22923,-48,3,14371.0,False,494,False
479,22907,22919,-51,0,14611.0,False,1010,False
480,22907,22916,-48,3,63465.0,False,843,False
481,22907,22914,-50,1,16228.0,False,205,False
482,22909,5849904,-9,3,51.0,False,137,False
483,22909,47179,-12,0,8253.0,False,400,False
484,22909,22930,-11,1,54980.0,False,280,True
485,22909,24396,-11,1,22414.0,False,815,False
486,22909,24353,-10,2,27048.0,False,228,False
487,22909,22921,-11,1,124983.0,False,288,False
488,22935,22951,-2,1,5723.0,False,1,False
489,22935,9886375,-2,1,11.0,False,158,False
490,22935,22962,-3,0,1440.0,True,192,False
491,22935,22948,-2,1,124555.0,False,32,True
492,22943,23038,1,4,20111.0,False,604,True
493,22968,23148,-2,1,3763.0,False,473,True
494,22976,23468,-9,2,16835.0,True,112,False
495,22976,23207,-3,8,54103.0,False,375,False
496,22976,15820688,-12,-1,6733.0,False,50,False
497,22976,23089,1,12,54980.0,False,9,True
498,22976,22998,-9,2,28156.0,False,69,False
499,22979,451160,-5,3,4025.0,False,70,False
500,22979,4217054,-6,2,21.0,False,439,False
501,22979,23019,-8,0,3696.0,False,200,False
502,22979,23011,-6,2,14861.0,False,120,False
503,22979,23010,-6,2,20340.0,False,195,False
504,22979,22991,-3,5,14611.0,False,364,True
505,22980,23137,2,11,895.0,False,604,True
506,22981,23003,0,0,35398.0,False,24,False
507,22981,23000,3,3,1873.0,False,137,False
508,22981,22992,2,2,71047.0,False,240,True
509,67199433,67203511,2,3,323988.0,False,5048,True
510,22988,28214,-5,1,1261.0,True,555,False
511,22988,23058,1,7,102102.0,False,34,False
512,22988,23032,-4,2,27634.0,False,405,False
513,22988,23012,-5,1,159468.0,False,350,False
514,22988,23007,3,9,71047.0,False,109,True
515,23001,23174,-1,0,35.0,True,250,False
516,23001,23074,-1,0,1873.0,False,141,False
517,23001,23069,1,2,1155.0,False,538,True
518,23001,23009,1,2,124555.0,False,60,False
519,23016,77409,-5,0,438.0,False,525,False
520,23016,76391,-4,1,5919.0,False,152,False
521,23016,45601,-4,1,41.0,False,1144,False
522,23016,23271,-3,2,146.0,False,201,False
523,23016,23220,-1,4,5013.0,False,716,True
524,23016,23033,-4,1,6613.0,False,78,False
525,23016,23055,-4,1,16228.0,False,59,False
526,23027,7028931,-9,0,447.0,False,56,False
527,23027,32681,-8,1,1385.0,False,259,False
528,23027,32667,-9,0,40259.0,False,352,False
529,23027,23060,-6,3,14611.0,False,162,True
530,23031,245466,-4,0,44968.0,False,1331,False
531,23031,107225,-3,1,81027.0,False,66,False
532,23031,54458,-4,0,59842.0,False,1054,False
533,23031,23201,-4,0,5768.0,False,265,False
534,23031,23168,-3,1,4067.0,False,98,False
535,23031,23068,-3,1,24235.0,False,2704,False
536,23031,23040,2,6,27634.0,False,1504,True
537,23031,23059,-4,0,7515.0,False,1138,False
538,23031,23052,-4,0,90091.0,False,520,False
539,23031,23051,-4,0,16228.0,False,471,False
540,23031,23037,-4,0,107303.0,False,265,False
541,23031,23034,-2,2,606.0,False,30,False
542,67236348,67237285,-1,1,1711.0,False,248,True
543,23064,23079,-2,2,165027.0,False,227,False
544,23064,23080,-2,2,12109.0,False,395,False
545,23064,23071,0,4,11129.0,False,165,False
546,23064,23067,0,4,107303.0,False,482,True
547,23082,23676,0,11,166977.0,False,1007,True
548,23082,3242584,-11,0,26.0,False,333,False
549,23082,23125,-15,-4,14883.0,False,328,False
550,23082,24019,-9,2,1020.0,False,384,False
551,23082,23980,-8,3,152698.0,False,974,False
552,23082,23681,-8,3,159468.0,False,605,False
553,23082,23662,-10,1,756.0,False,70,False
554,23082,23127,-10,1,21216.0,False,464,False
555,23082,23126,-12,-1,124555.0,False,92,False
556,23082,23111,-11,0,3025.0,False,520,False
557,23082,23109,-7,4,159468.0,False,663,False
558,23082,23097,-7,4,165027.0,False,181,False
559,23082,23093,0,11,2885.0,False,477,False
560,23083,33342,-17,12,82907.0,False,286,False
561,23083,23101,10,39,6613.0,False,381,True
562,23094,28466691,-9,0,18885.0,False,220,False
563,23094,217096,-7,2,90851.0,False,407,False
564,23094,24334,-2,7,33192.0,False,276,True
565,23094,23108,-3,6,27634.0,False,779,False
566,23094,23104,-9,0,14611.0,False,390,False
567,23102,23116,-43,10,27634.0,False,1,False
568,23102,23110,-25,28,81076.0,False,100,False
569,23102,55368,-43,10,8761.0,False,3059,False
570,23102,47965,-18,35,87322.0,False,2900,False
571,23102,24142,-50,3,10321.0,False,858,False
572,23102,24103,-53,0,75355.0,False,372,False
573,23102,23206,-24,29,14395.0,False,142,True
574,23102,23140,-53,0,4269.0,False,383,False
575,23102,23135,-50,3,10225.0,False,928,False
576,23102,23128,-53,0,62792.0,False,40,False
577,23102,23122,-52,1,3025.0,False,172,False
578,23102,23119,-53,0,6426.0,False,501,False
